"sample","virus","viral_only_reads","disease","cell_type"
"SRR22753558","HSV1_KOS","3","Control","CD4"
"SRR22753558","HSV2_StrainG","7","Control","CD4"
"SRR22753558","KSHV","3","Control","CD4"
"SRR22753558","VZV_Ellen","0","Control","CD4"
"SRR22753559","combined_herpes_viruses","3","Control","CD4"
"SRR22753559","EBV","0","Control","CD4"
"SRR22753559","HCMV","0","Control","CD4"
"SRR22753559","HHV6B","0","Control","CD4"
"SRR22753559","HHV7","0","Control","CD4"
"SRR22753559","HSV1_KOS","5","Control","CD4"
"SRR22753559","HSV2_StrainG","6","Control","CD4"
"SRR22753559","KSHV","5","Control","CD4"
"SRR22753559","VZV_Ellen","0","Control","CD4"
"SRR22753560","combined_herpes_viruses","5","Control","CD4"
"SRR22753560","EBV","0","Control","CD4"
"SRR22753560","HCMV","0","Control","CD4"
"SRR22753560","HHV6B","0","Control","CD4"
"SRR22753560","HHV7","0","Control","CD4"
"SRR22753560","HSV1_KOS","1","Control","CD4"
"SRR22753560","HSV2_StrainG","7","Control","CD4"
"SRR22753560","KSHV","4","Control","CD4"
"SRR22753560","VZV_Ellen","0","Control","CD4"
"SRR22753561","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753561","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753561","HHV6B","6","Juvenile Dermatomyositis","CD14"
"SRR22753561","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753561","HSV1_KOS","133","Juvenile Dermatomyositis","CD14"
"SRR22753561","HSV2_StrainG","7","Juvenile Dermatomyositis","CD14"
"SRR22753562","combined_herpes_viruses","157","Juvenile Dermatomyositis","CD8"
"SRR22753562","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753562","HCMV","0","Juvenile Dermatomyositis","CD8"
"SRR22753562","HHV6B","4","Juvenile Dermatomyositis","CD8"
"SRR22753562","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753562","HSV1_KOS","200","Juvenile Dermatomyositis","CD8"
"SRR22753562","HSV2_StrainG","3","Juvenile Dermatomyositis","CD8"
"SRR22753562","KSHV","5","Juvenile Dermatomyositis","CD8"
"SRR22753562","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753563","combined_herpes_viruses","8","Juvenile Dermatomyositis","CD8"
"SRR22753563","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753563","HCMV","0","Juvenile Dermatomyositis","CD8"
"SRR22753563","HHV6B","0","Juvenile Dermatomyositis","CD8"
"SRR22753563","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753563","HSV1_KOS","4","Juvenile Dermatomyositis","CD8"
"SRR22753563","HSV2_StrainG","8","Juvenile Dermatomyositis","CD8"
"SRR22753563","KSHV","5","Juvenile Dermatomyositis","CD8"
"SRR22753563","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753564","combined_herpes_viruses","8","Juvenile Dermatomyositis","CD8"
"SRR22753564","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753564","HCMV","0","Juvenile Dermatomyositis","CD8"
"SRR22753564","HHV6B","4","Juvenile Dermatomyositis","CD8"
"SRR22753564","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753564","HSV1_KOS","7","Juvenile Dermatomyositis","CD8"
"SRR22753564","HSV2_StrainG","9","Juvenile Dermatomyositis","CD8"
"SRR22753564","KSHV","6","Juvenile Dermatomyositis","CD8"
"SRR22753564","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753565","combined_herpes_viruses","6","Juvenile Dermatomyositis","CD8"
"SRR22753565","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753565","HCMV","0","Juvenile Dermatomyositis","CD8"
"SRR22753565","HHV6B","0","Juvenile Dermatomyositis","CD8"
"SRR22753565","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753565","HSV1_KOS","6","Juvenile Dermatomyositis","CD8"
"SRR22753565","HSV2_StrainG","5","Juvenile Dermatomyositis","CD8"
"SRR22753565","KSHV","10","Juvenile Dermatomyositis","CD8"
"SRR22753565","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753566","combined_herpes_viruses","15","Juvenile Dermatomyositis","CD4"
"SRR22753566","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753566","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753566","HHV6B","2","Juvenile Dermatomyositis","CD4"
"SRR22753566","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753566","HSV1_KOS","11","Juvenile Dermatomyositis","CD4"
"SRR22753566","HSV2_StrainG","24","Juvenile Dermatomyositis","CD4"
"SRR22753566","KSHV","18","Juvenile Dermatomyositis","CD4"
"SRR22753566","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753567","combined_herpes_viruses","19","Juvenile Dermatomyositis","CD4"
"SRR22753567","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753567","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753567","HHV6B","0","Juvenile Dermatomyositis","CD4"
"SRR22753567","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753567","HSV1_KOS","17","Juvenile Dermatomyositis","CD4"
"SRR22753567","HSV2_StrainG","12","Juvenile Dermatomyositis","CD4"
"SRR22753567","KSHV","14","Juvenile Dermatomyositis","CD4"
"SRR22753567","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753568","combined_herpes_viruses","17","Juvenile Dermatomyositis","CD4"
"SRR22753568","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753568","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753568","HHV6B","0","Juvenile Dermatomyositis","CD4"
"SRR22753568","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753568","HSV1_KOS","22","Juvenile Dermatomyositis","CD4"
"SRR22753568","HSV2_StrainG","10","Juvenile Dermatomyositis","CD4"
"SRR22753568","KSHV","12","Juvenile Dermatomyositis","CD4"
"SRR22753568","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753569","combined_herpes_viruses","14","Juvenile Dermatomyositis","CD4"
"SRR22753569","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753569","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753569","HHV6B","0","Juvenile Dermatomyositis","CD4"
"SRR22753569","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753569","HSV1_KOS","17","Juvenile Dermatomyositis","CD4"
"SRR22753569","HSV2_StrainG","4","Juvenile Dermatomyositis","CD4"
"SRR22753569","KSHV","9","Juvenile Dermatomyositis","CD4"
"SRR22753569","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753570","combined_herpes_viruses","67","Juvenile Dermatomyositis","CD19"
"SRR22753570","EBV","0","Juvenile Dermatomyositis","CD19"
"SRR22753570","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753570","HHV6B","13","Juvenile Dermatomyositis","CD19"
"SRR22753570","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753570","HSV1_KOS","90","Juvenile Dermatomyositis","CD19"
"SRR22753570","HSV2_StrainG","2","Juvenile Dermatomyositis","CD19"
"SRR22753570","KSHV","9","Juvenile Dermatomyositis","CD19"
"SRR22753570","VZV_Ellen","1","Juvenile Dermatomyositis","CD19"
"SRR22753571","combined_herpes_viruses","95","Juvenile Dermatomyositis","CD14"
"SRR22753571","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753571","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753571","HHV6B","13","Juvenile Dermatomyositis","CD14"
"SRR22753571","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753571","HSV1_KOS","123","Juvenile Dermatomyositis","CD14"
"SRR22753571","HSV2_StrainG","8","Juvenile Dermatomyositis","CD14"
"SRR22753571","KSHV","9","Juvenile Dermatomyositis","CD14"
"SRR22753571","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753572","combined_herpes_viruses","55","Juvenile Dermatomyositis","CD4"
"SRR22753572","EBV","1","Juvenile Dermatomyositis","CD4"
"SRR22753572","HCMV","1","Juvenile Dermatomyositis","CD4"
"SRR22753572","HHV6B","9","Juvenile Dermatomyositis","CD4"
"SRR22753572","HHV7","2","Juvenile Dermatomyositis","CD4"
"SRR22753572","HSV1_KOS","64","Juvenile Dermatomyositis","CD4"
"SRR22753572","HSV2_StrainG","2","Juvenile Dermatomyositis","CD4"
"SRR22753572","KSHV","5","Juvenile Dermatomyositis","CD4"
"SRR22753572","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753573","combined_herpes_viruses","116","Juvenile Dermatomyositis","CD19"
"SRR22753573","EBV","5","Juvenile Dermatomyositis","CD19"
"SRR22753573","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753573","HHV6B","15","Juvenile Dermatomyositis","CD19"
"SRR22753573","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753573","HSV1_KOS","145","Juvenile Dermatomyositis","CD19"
"SRR22753573","HSV2_StrainG","9","Juvenile Dermatomyositis","CD19"
"SRR22753573","KSHV","16","Juvenile Dermatomyositis","CD19"
"SRR22753573","VZV_Ellen","1","Juvenile Dermatomyositis","CD19"
"SRR22753574","combined_herpes_viruses","44","Juvenile Dermatomyositis","CD14"
"SRR22753574","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753574","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753574","HHV6B","7","Juvenile Dermatomyositis","CD14"
"SRR22753574","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753574","HSV1_KOS","61","Juvenile Dermatomyositis","CD14"
"SRR22753574","HSV2_StrainG","5","Juvenile Dermatomyositis","CD14"
"SRR22753574","KSHV","5","Juvenile Dermatomyositis","CD14"
"SRR22753574","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753575","combined_herpes_viruses","135","Juvenile Dermatomyositis","CD8"
"SRR22753575","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753575","HCMV","0","Juvenile Dermatomyositis","CD8"
"SRR22753575","HHV6B","0","Juvenile Dermatomyositis","CD8"
"SRR22753575","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753575","HSV1_KOS","204","Juvenile Dermatomyositis","CD8"
"SRR22753575","HSV2_StrainG","4","Juvenile Dermatomyositis","CD8"
"SRR22753575","KSHV","6","Juvenile Dermatomyositis","CD8"
"SRR22753575","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753576","combined_herpes_viruses","76","Juvenile Dermatomyositis","CD8"
"SRR22753576","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753576","HCMV","1","Juvenile Dermatomyositis","CD8"
"SRR22753576","HHV6B","2","Juvenile Dermatomyositis","CD8"
"SRR22753576","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753576","HSV1_KOS","114","Juvenile Dermatomyositis","CD8"
"SRR22753576","HSV2_StrainG","3","Juvenile Dermatomyositis","CD8"
"SRR22753576","KSHV","4","Juvenile Dermatomyositis","CD8"
"SRR22753576","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753577","combined_herpes_viruses","24","Juvenile Dermatomyositis","CD4"
"SRR22753577","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753577","HCMV","2","Juvenile Dermatomyositis","CD4"
"SRR22753577","HHV6B","2","Juvenile Dermatomyositis","CD4"
"SRR22753577","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753577","HSV1_KOS","34","Juvenile Dermatomyositis","CD4"
"SRR22753577","HSV2_StrainG","3","Juvenile Dermatomyositis","CD4"
"SRR22753577","KSHV","2","Juvenile Dermatomyositis","CD4"
"SRR22753577","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753578","combined_herpes_viruses","662","Juvenile Dermatomyositis","CD4"
"SRR22753578","EBV","16","Juvenile Dermatomyositis","CD4"
"SRR22753578","HCMV","20","Juvenile Dermatomyositis","CD4"
"SRR22753578","HHV6B","0","Juvenile Dermatomyositis","CD4"
"SRR22753578","HHV7","2","Juvenile Dermatomyositis","CD4"
"SRR22753578","HSV1_KOS","823","Juvenile Dermatomyositis","CD4"
"SRR22753578","HSV2_StrainG","8","Juvenile Dermatomyositis","CD4"
"SRR22753578","KSHV","1","Juvenile Dermatomyositis","CD4"
"SRR22753578","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753579","combined_herpes_viruses","3","Juvenile Dermatomyositis","PBMC"
"SRR22753579","EBV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753579","HCMV","1","Juvenile Dermatomyositis","PBMC"
"SRR22753579","HHV6B","2","Juvenile Dermatomyositis","PBMC"
"SRR22753579","HHV7","0","Juvenile Dermatomyositis","PBMC"
"SRR22753579","HSV1_KOS","1","Juvenile Dermatomyositis","PBMC"
"SRR22753579","HSV2_StrainG","2","Juvenile Dermatomyositis","PBMC"
"SRR22753579","KSHV","5","Juvenile Dermatomyositis","PBMC"
"SRR22753579","VZV_Ellen","0","Juvenile Dermatomyositis","PBMC"
"SRR22753580","combined_herpes_viruses","83","Juvenile Dermatomyositis","CD19"
"SRR22753580","EBV","0","Juvenile Dermatomyositis","CD19"
"SRR22753580","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753580","HHV6B","0","Juvenile Dermatomyositis","CD19"
"SRR22753580","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753580","HSV1_KOS","121","Juvenile Dermatomyositis","CD19"
"SRR22753580","HSV2_StrainG","8","Juvenile Dermatomyositis","CD19"
"SRR22753580","KSHV","2","Juvenile Dermatomyositis","CD19"
"SRR22753580","VZV_Ellen","0","Juvenile Dermatomyositis","CD19"
"SRR22753581","combined_herpes_viruses","72","Juvenile Dermatomyositis","CD14"
"SRR22753581","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753581","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753581","HHV6B","10","Juvenile Dermatomyositis","CD14"
"SRR22753581","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753581","HSV1_KOS","112","Juvenile Dermatomyositis","CD14"
"SRR22753581","HSV2_StrainG","9","Juvenile Dermatomyositis","CD14"
"SRR22753581","KSHV","4","Juvenile Dermatomyositis","CD14"
"SRR22753581","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753582","combined_herpes_viruses","113","Juvenile Dermatomyositis","CD8"
"SRR22753582","EBV","0","Juvenile Dermatomyositis","CD8"
"SRR22753582","HCMV","4","Juvenile Dermatomyositis","CD8"
"SRR22753582","HHV6B","7","Juvenile Dermatomyositis","CD8"
"SRR22753582","HHV7","1","Juvenile Dermatomyositis","CD8"
"SRR22753582","HSV1_KOS","166","Juvenile Dermatomyositis","CD8"
"SRR22753582","HSV2_StrainG","5","Juvenile Dermatomyositis","CD8"
"SRR22753582","KSHV","4","Juvenile Dermatomyositis","CD8"
"SRR22753582","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
"SRR22753583","combined_herpes_viruses","9","Juvenile Dermatomyositis","PBMC"
"SRR22753583","EBV","0","Juvenile Dermatomyositis","PBMC"
"SRR22753583","HCMV","3","Juvenile Dermatomyositis","PBMC"
"SRR22753583","HHV6B","10","Juvenile Dermatomyositis","PBMC"
"SRR22753583","HHV7","0","Juvenile Dermatomyositis","PBMC"
"SRR22753583","HSV1_KOS","4","Juvenile Dermatomyositis","PBMC"
"SRR22753583","HSV2_StrainG","7","Juvenile Dermatomyositis","PBMC"
"SRR22753583","KSHV","5","Juvenile Dermatomyositis","PBMC"
"SRR22753583","VZV_Ellen","0","Juvenile Dermatomyositis","PBMC"
"SRR22753584","combined_herpes_viruses","78","Juvenile Dermatomyositis","CD4"
"SRR22753584","EBV","0","Juvenile Dermatomyositis","CD4"
"SRR22753584","HCMV","0","Juvenile Dermatomyositis","CD4"
"SRR22753584","HHV6B","8","Juvenile Dermatomyositis","CD4"
"SRR22753584","HHV7","0","Juvenile Dermatomyositis","CD4"
"SRR22753584","HSV1_KOS","136","Juvenile Dermatomyositis","CD4"
"SRR22753584","HSV2_StrainG","9","Juvenile Dermatomyositis","CD4"
"SRR22753584","KSHV","2","Juvenile Dermatomyositis","CD4"
"SRR22753584","VZV_Ellen","0","Juvenile Dermatomyositis","CD4"
"SRR22753585","combined_herpes_viruses","120","Juvenile Dermatomyositis","CD19"
"SRR22753585","EBV","0","Juvenile Dermatomyositis","CD19"
"SRR22753585","HCMV","0","Juvenile Dermatomyositis","CD19"
"SRR22753585","HHV6B","1","Juvenile Dermatomyositis","CD19"
"SRR22753585","HHV7","0","Juvenile Dermatomyositis","CD19"
"SRR22753585","HSV1_KOS","186","Juvenile Dermatomyositis","CD19"
"SRR22753585","HSV2_StrainG","2","Juvenile Dermatomyositis","CD19"
"SRR22753585","KSHV","6","Juvenile Dermatomyositis","CD19"
"SRR22753585","VZV_Ellen","0","Juvenile Dermatomyositis","CD19"
"SRR22753586","combined_herpes_viruses","41","Juvenile Dermatomyositis","CD14"
"SRR22753586","EBV","0","Juvenile Dermatomyositis","CD14"
"SRR22753586","HCMV","0","Juvenile Dermatomyositis","CD14"
"SRR22753586","HHV6B","4","Juvenile Dermatomyositis","CD14"
"SRR22753586","HHV7","0","Juvenile Dermatomyositis","CD14"
"SRR22753586","HSV1_KOS","62","Juvenile Dermatomyositis","CD14"
"SRR22753586","HSV2_StrainG","4","Juvenile Dermatomyositis","CD14"
"SRR22753586","KSHV","6","Juvenile Dermatomyositis","CD14"
"SRR22753586","VZV_Ellen","0","Juvenile Dermatomyositis","CD14"
"SRR22753587","combined_herpes_viruses","37","Juvenile Dermatomyositis","CD8"
"SRR22753587","EBV","2","Juvenile Dermatomyositis","CD8"
"SRR22753587","HCMV","0","Juvenile Dermatomyositis","CD8"
"SRR22753587","HHV6B","1","Juvenile Dermatomyositis","CD8"
"SRR22753587","HHV7","0","Juvenile Dermatomyositis","CD8"
"SRR22753587","HSV1_KOS","60","Juvenile Dermatomyositis","CD8"
"SRR22753587","HSV2_StrainG","6","Juvenile Dermatomyositis","CD8"
"SRR22753587","KSHV","3","Juvenile Dermatomyositis","CD8"
"SRR22753587","VZV_Ellen","0","Juvenile Dermatomyositis","CD8"
